"CAMIS","Total","Critical","Not Critical","Not Applicable"
"40561290","8","6","2","0"
"40561340","9","6","3","0"
"40562839","4","3","1","0"
"40563041","26","16","10","0"
"40563475","8","1","7","0"
"40564625","20","10","10","0"
"40564701","9","5","4","0"
"40564858","14","5","9","0"
"40565141","10","2","8","0"
"40566335","11","5","6","0"
"40566431","7","3","4","0"
"40566617","9","2","7","0"
"40566621","6","2","4","0"
"40566706","13","9","4","0"
"40567158","40","23","16","1"
"40567189","24","11","13","0"
"40567856","5","2","3","0"
"40568591","15","7","8","0"
"40568945","9","7","2","0"
"40568949","6","3","3","0"
"40568953","10","4","6","0"
"40569008","11","4","7","0"
"40569633","12","6","6","0"
"40569838","7","4","3","0"
"40570278","5","0","5","0"
"40570634","11","6","5","0"
"40570775","10","5","5","0"
"40570910","20","13","7","0"
"40570920","10","5","5","0"
"40571081","3","1","1","1"
"40571082","6","3","3","0"
"40571128","11","6","5","0"
"40571528","5","2","3","0"
"40572049","10","3","7","0"
"40572098","8","5","3","0"
"40572406","12","6","6","0"
"40572494","3","1","2","0"
"40572951","1","0","1","0"
"40572960","28","15","13","0"
"40573101","17","9","8","0"
"40573138","16","7","9","0"
"40573309","4","1","3","0"
"40573338","5","2","2","1"
"40573412","5","2","3","0"
"40573507","3","3","0","0"
"40573715","8","4","4","0"
"40574150","5","1","4","0"
"40574293","14","8","6","0"
"40574423","16","6","10","0"
"40574474","13","9","3","1"
"40574680","4","1","3","0"
"40574733","5","4","1","0"
"40574871","5","2","3","0"
"40574872","6","2","4","0"
"40575487","16","5","11","0"
"40575863","22","10","12","0"
"40576002","9","4","5","0"
"40576044","2","0","2","0"
"40576056","10","6","4","0"
"40576150","22","7","15","0"
"40576196","3","1","2","0"
"40576251","7","3","4","0"
"40576260","9","3","6","0"
"40576403","9","6","3","0"
"40576554","10","5","5","0"
"40576810","14","9","5","0"
"40576812","34","18","15","1"
"40577007","4","3","1","0"
"40577204","6","1","5","0"
"40577362","8","3","5","0"
"40577535","6","3","3","0"
"40578058","32","16","16","0"
"40578092","15","8","7","0"
"40578252","7","1","6","0"
"40578388","8","5","3","0"
"40578433","3","2","1","0"
"40578773","24","13","11","0"
"40579607","6","3","3","0"
"40579745","11","6","5","0"
"40579797","14","6","8","0"
"40580298","5","2","3","0"
"40580683","8","4","4","0"
"40581363","18","8","10","0"
"40581382","7","2","5","0"
"40581387","4","2","2","0"
"40581692","8","6","2","0"
"40581729","7","2","5","0"
"40581917","9","6","3","0"
"40582103","9","3","6","0"
"40582271","36","18","18","0"
"40582335","13","6","7","0"
"40584030","8","4","4","0"
"40584158","3","2","1","0"
"40584579","17","9","8","0"
"40585102","16","8","8","0"
"40585479","15","8","7","0"
"40585860","2","0","2","0"
"40585966","13","8","5","0"
"40586000","4","1","3","0"
"40586094","8","1","7","0"
"40586239","12","6","6","0"
"40586621","17","9","8","0"
"40586834","19","9","10","0"
"40587273","5","1","4","0"
"40587698","10","3","7","0"
"40587714","7","2","5","0"
"40587835","6","4","2","0"
"40587915","4","1","3","0"
"40588072","7","3","4","0"
"40588166","25","14","11","0"
"40589507","6","2","4","0"
"40591269","3","2","1","0"
"40591271","17","8","9","0"
"40591492","16","6","10","0"
"40591519","19","11","8","0"
"40591607","5","2","3","0"
"40592117","2","1","1","0"
"40592181","11","8","3","0"
"40592207","13","6","7","0"
"40592285","20","10","10","0"
"40592566","6","3","3","0"
"40592791","7","3","4","0"
"40592811","18","11","7","0"
"40592981","7","4","3","0"
"40593352","8","4","4","0"
"40593817","7","3","4","0"
"40593844","6","3","3","0"
"40593848","5","2","3","0"
"40594203","27","16","11","0"
"40594214","16","7","9","0"
"40594677","6","2","3","1"
"40594824","9","6","3","0"
"40595136","5","3","2","0"
"40596246","18","13","5","0"
"40596349","7","5","2","0"
"40596359","3","1","2","0"
"40596549","16","7","9","0"
"40597074","24","11","13","0"
"40597409","21","13","8","0"
"40597618","7","3","4","0"
"40597923","22","11","11","0"
"40599004","8","6","2","0"
"40599302","7","3","4","0"
"40600383","10","3","5","2"
"40600516","12","3","8","1"
"40600780","5","3","2","0"
"40600853","2","0","2","0"
"40601006","11","6","5","0"
"40601159","23","14","9","0"
"40601254","27","18","9","0"
"40601687","5","2","3","0"
"40601738","14","7","7","0"
"40602670","12","8","4","0"
"40602783","14","5","9","0"
"40602855","8","2","6","0"
"40602866","5","1","4","0"
"40602872","10","5","4","1"
"40602878","8","2","6","0"
"40603743","5","3","2","0"
"40604004","37","21","16","0"
"40604207","22","12","10","0"
"40604442","13","10","3","0"
"40604769","27","15","12","0"
"40605180","1","1","0","0"
"40605319","5","2","3","0"
"40605511","13","6","7","0"
"40605770","2","0","2","0"
"40605839","6","2","4","0"
"40605862","18","8","10","0"
"40606331","19","6","13","0"
"40606656","3","2","1","0"
"40606772","7","3","4","0"
"40607093","6","4","2","0"
"40607341","10","5","5","0"
"40607604","13","6","7","0"
"40607926","5","1","4","0"
"40608102","12","7","5","0"
"40608422","19","9","10","0"
"40608576","5","4","1","0"
"40608702","6","4","2","0"
"40608746","5","4","1","0"
"40609087","18","8","10","0"
"40609248","5","1","4","0"
"40609590","15","11","4","0"
"40609676","14","8","6","0"
"40609677","11","6","5","0"
"40609678","16","4","12","0"
"40609705","4","1","3","0"
"40610000","40","26","14","0"
"40610087","13","9","4","0"
"40610139","18","10","8","0"
"40610212","5","3","2","0"
"40610554","7","6","1","0"
"40611024","7","4","3","0"
"40611192","3","2","1","0"
"40611399","4","4","0","0"
"40611479","15","6","9","0"
"40612120","8","5","3","0"
"40614489","11","6","5","0"
"40614573","6","3","3","0"
"40615672","6","1","5","0"
"40615828","5","0","5","0"
"40616482","6","4","2","0"
"40616509","9","4","5","0"
"40616799","8","4","4","0"
"40617224","3","0","3","0"
"40617736","21","12","8","1"
"40617746","7","4","3","0"
"40618281","15","8","7","0"
"40618557","12","6","6","0"
"40618714","10","4","6","0"
"40619544","16","2","14","0"
"40620325","5","4","1","0"
"40620427","5","2","3","0"
"40620726","14","7","7","0"
"40621241","21","9","12","0"
"40622348","21","10","11","0"
"40622601","29","14","15","0"
"40623604","24","14","10","0"
"40624409","5","1","4","0"
"40624458","23","14","9","0"
"40624470","7","3","4","0"
"40624607","14","6","8","0"
"40624744","4","3","1","0"
"40625198","8","2","6","0"
"40625230","22","14","8","0"
"40625346","6","4","2","0"
"40625667","28","16","12","0"
"40625816","10","3","7","0"
"40633087","12","6","6","0"
"40633995","16","7","9","0"
"40634433","5","2","3","0"
"40634607","20","13","7","0"
"40634891","9","3","6","0"
"40634937","17","10","7","0"
"40635366","4","1","3","0"
"40635454","14","10","4","0"
"40635781","9","5","4","0"
"40635976","8","3","5","0"
"40637551","12","8","4","0"
"40637864","19","8","10","1"
"40638792","15","5","10","0"
"40639085","6","3","3","0"
"40639261","10","6","4","0"
"40639934","9","6","3","0"
"40640493","21","10","9","2"
"40640688","6","3","3","0"
"40641437","17","7","10","0"
"40642602","10","7","3","0"
"40643138","15","8","7","0"
"40643163","12","4","8","0"
"40643221","4","1","3","0"
"40643227","3","3","0","0"
"40643680","9","5","3","1"
"40643682","5","2","3","0"
"40644352","13","7","6","0"
"40645039","10","4","6","0"
"40645249","11","6","5","0"
"40645260","5","2","3","0"
"40645418","3","0","3","0"
"40645559","3","1","2","0"
"40647906","12","8","4","0"
"40647953","3","2","1","0"
"40648876","4","3","1","0"
"40649377","11","3","8","0"
"40649463","10","5","5","0"
"40649472","4","1","3","0"
"40651300","7","4","3","0"
"40652017","26","18","8","0"
"40653417","4","1","3","0"
"40653513","7","4","3","0"
"40653926","8","3","5","0"
"40654198","30","15","15","0"
"40654318","21","11","10","0"
"40654823","14","10","4","0"
"40654847","14","9","5","0"
"40655520","5","2","3","0"
"40655946","11","7","4","0"
"40656139","7","5","2","0"
"40656356","10","3","7","0"
"40656594","8","5","3","0"
"40658440","13","7","6","0"
"40659101","11","4","7","0"
"40659197","5","3","2","0"
"40659758","25","16","9","0"
"40659854","8","5","3","0"
"40660748","9","6","3","0"
"40660816","16","8","8","0"
"40661017","7","3","4","0"
"40661290","14","10","4","0"
"40662141","7","5","2","0"
"40662196","14","8","6","0"
"40662349","12","7","5","0"
"40662495","9","5","4","0"
"40663950","15","7","8","0"
"40663973","4","1","3","0"
"40664052","4","1","2","1"
"40664304","28","15","13","0"
"40664744","9","4","5","0"
"40665065","5","2","3","0"
"40665359","11","5","6","0"
"40666003","14","7","7","0"
"40666094","2","1","1","0"
"40666183","18","9","9","0"
"40666541","16","9","7","0"
"40667358","13","6","7","0"
"40667588","29","17","12","0"
"40668305","13","6","7","0"
"40668464","4","2","2","0"
"40668681","6","3","3","0"
"40669394","4","3","1","0"
"40669697","19","8","10","1"
"40671821","23","8","15","0"
"40672460","18","14","4","0"
"40672603","41","24","17","0"
"40673089","7","2","5","0"
"40673117","15","6","9","0"
"40674404","7","4","3","0"
"40674475","18","8","10","0"
"40674838","6","2","4","0"
"40675225","12","4","8","0"
"40675892","8","5","3","0"
"40675977","10","6","3","1"
"40676022","18","9","8","1"
"40676502","3","1","2","0"
"40676550","9","5","4","0"
"40676801","14","7","7","0"
"40676884","10","6","4","0"
"40677036","8","2","6","0"
"40677193","10","5","5","0"
"40677553","4","3","1","0"
"40678235","13","6","7","0"
"40678995","13","6","7","0"
"40679229","16","10","6","0"
"40679269","8","2","6","0"
"40679327","13","7","6","0"
"40680918","24","17","7","0"
"40681290","8","4","4","0"
"40682609","8","4","4","0"
"40683948","5","4","1","0"
"40684066","3","1","2","0"
"40685734","15","7","8","0"
"40685858","12","4","8","0"
"40686067","9","5","4","0"
"40686372","16","4","12","0"
"40686672","23","12","11","0"
"40687209","9","6","3","0"
"40687217","18","11","7","0"
"40689434","10","5","5","0"
"40689838","23","10","11","2"
"40690158","5","3","2","0"
"40690297","23","13","10","0"
"40690899","8","4","4","0"
"40691110","10","9","1","0"
"40691569","8","5","3","0"
"40692073","8","3","5","0"
"40692209","5","1","4","0"
"40692361","3","0","3","0"
"40692741","3","2","1","0"
"40692961","17","10","7","0"
"40693095","2","2","0","0"
"40693544","6","3","3","0"
"40693952","4","2","2","0"
"40694122","14","7","7","0"
"40694187","26","14","12","0"
"40694764","6","4","2","0"
"40694767","20","10","10","0"
"40695079","13","5","8","0"
"40695260","10","5","5","0"
"40696959","7","0","6","1"
"40697311","7","2","5","0"
"40697317","8","3","5","0"
"40697681","4","2","2","0"
"40698274","5","2","3","0"
"40698410","17","11","6","0"
"40698537","6","2","4","0"
"40698788","2","2","0","0"
"40698807","6","4","2","0"
"40698823","21","10","11","0"
"40698840","5","4","1","0"
"40698892","18","10","7","1"
"40699061","20","14","6","0"
"40699339","10","5","5","0"
"40700293","5","2","3","0"
"40700664","30","17","13","0"
"40700724","8","5","3","0"
"40701165","6","3","3","0"
"40701605","13","6","7","0"
"40703670","7","2","5","0"
"40703714","8","5","3","0"
"40703739","7","2","5","0"
"40703791","5","2","3","0"
"40703795","5","1","4","0"
"40703837","5","2","3","0"
"40704155","5","3","2","0"
"40704305","9","3","6","0"
"40704315","28","14","14","0"
"40705411","29","12","17","0"
"40705438","9","5","4","0"
"40705487","20","9","11","0"
"40705931","11","8","3","0"
"40705983","11","3","8","0"
"40707194","7","2","5","0"
"40707818","23","12","11","0"
"40708213","8","6","2","0"
"40708523","7","4","3","0"
"40708598","3","2","1","0"
"40709458","16","9","7","0"
"40709941","14","8","6","0"
"40710411","14","11","2","1"
"40710951","9","4","5","0"
"40710953","2","0","1","1"
"40711118","39","22","17","0"
"40711301","20","12","7","1"
"40711561","6","2","4","0"
"40711694","9","3","6","0"
"40711788","5","1","4","0"
"40711820","9","7","2","0"
"40712429","8","5","3","0"
"40712781","8","6","2","0"
"40714228","39","22","17","0"
"40714371","11","7","4","0"
"40715360","4","1","3","0"
"40715362","4","1","3","0"
"40715364","7","3","4","0"
"40715365","4","2","2","0"
"40716007","11","5","6","0"
"40716092","10","6","4","0"
"40716141","11","7","4","0"
"40716299","12","8","4","0"
"40716479","12","6","6","0"
"40716489","17","8","9","0"
"40716625","26","17","9","0"
"40717234","35","17","18","0"
"40717386","2","1","1","0"
"40717559","13","5","6","2"
"40718547","12","7","5","0"
"40718557","30","14","16","0"
"40719059","4","2","2","0"
"40719552","4","1","3","0"
"40719557","26","13","13","0"
"40719669","3","2","1","0"
"40719693","6","3","3","0"
"40719863","6","4","2","0"
"40720280","8","5","3","0"
"40720288","11","8","3","0"
"40720393","13","6","7","0"
"40720511","19","12","7","0"
"40720599","33","15","18","0"
"40720858","9","5","4","0"
"40720911","6","2","4","0"
"40721162","3","2","1","0"
"40721417","25","15","10","0"
"40721728","7","3","4","0"
"40722206","5","3","2","0"
"40722659","6","1","5","0"
"40723447","9","5","4","0"
"40723611","6","4","2","0"
"40723673","6","3","3","0"
"40723910","20","9","11","0"
"40724274","4","1","3","0"
"40724462","23","10","12","1"
"40725853","7","2","5","0"
"40725911","7","2","5","0"
"40726194","6","2","4","0"
"40726517","6","3","3","0"
"40726811","7","6","1","0"
"40726984","21","6","14","1"
"40727214","8","3","5","0"
"40727609","3","1","2","0"
"40727750","6","4","2","0"
"40727820","5","2","3","0"
"40728353","4","3","1","0"
"40728858","3","1","2","0"
"40729164","13","6","6","1"
"40729264","5","3","2","0"
"40729296","12","6","6","0"
"40729439","11","7","4","0"
"40729582","24","13","11","0"
"40729796","4","3","1","0"
"40729819","9","6","3","0"
"40730140","2","1","1","0"
"40730270","2","0","2","0"
"40730301","7","3","4","0"
"40730585","17","8","9","0"
"40730678","7","4","3","0"
"40731158","2","1","1","0"
"40731196","24","10","14","0"
"40731341","8","2","6","0"
"40731374","13","8","5","0"
"40732416","12","6","6","0"
"40732501","15","6","9","0"
"40732665","15","5","10","0"
"40732696","12","4","8","0"
"40733080","11","6","5","0"
"40733334","10","4","6","0"
"40734383","10","4","6","0"
"40734506","6","3","3","0"
"40734541","4","1","3","0"
"40734589","21","11","10","0"
"40735129","8","4","4","0"
"40735965","16","6","10","0"
"40736005","1","0","1","0"
"40736135","4","2","2","0"
"40736137","5","2","3","0"
"40736140","4","1","3","0"
"40736385","2","1","1","0"
"40736836","18","8","10","0"
"40737045","5","0","5","0"
"40737436","5","2","3","0"
"40737677","8","5","3","0"
"40737930","3","1","2","0"
"40737932","4","1","3","0"
"40737933","23","12","11","0"
"40738177","15","7","8","0"
"40738920","5","4","1","0"
"40738973","8","1","7","0"
"40739276","16","6","10","0"
"40739412","6","1","5","0"
"40739444","10","3","7","0"
"40739446","4","1","3","0"
"40739883","9","6","3","0"
"40740446","5","3","2","0"
"40741534","29","14","15","0"
"40741630","4","0","4","0"
"40741728","14","11","3","0"
"40741900","5","1","4","0"
"40741967","32","21","11","0"
"40742056","3","1","2","0"
"40743578","33","20","13","0"
"40744131","7","5","2","0"
"40744492","11","4","7","0"
"40745610","13","9","4","0"
"40745618","11","4","7","0"
"40745870","8","3","5","0"
"40746162","3","2","1","0"
"40746560","22","11","11","0"
"40747050","3","2","1","0"
"40747162","4","1","3","0"
"40747192","11","3","6","2"
"40747820","4","2","2","0"
"40748086","7","2","5","0"
"40748570","9","3","6","0"
"40748671","3","2","1","0"
"40748959","14","7","7","0"
"40750062","24","15","9","0"
"40750262","7","4","3","0"
"40750263","13","8","5","0"
"40750264","4","3","1","0"
"40750279","7","5","2","0"
"40750324","3","1","2","0"
"40750343","5","4","1","0"
"40750451","4","3","1","0"
"40750766","7","3","4","0"
"40751057","23","11","12","0"
"40751835","12","6","6","0"
"40751933","10","3","7","0"
"40752293","9","6","3","0"
"40752294","7","3","4","0"
"40752437","8","4","4","0"
"40754486","15","9","6","0"
"40755172","11","4","7","0"
"40755548","7","2","5","0"
"40755766","25","14","11","0"
"40756020","10","6","4","0"
"40756088","2","1","0","1"
"40756287","6","2","4","0"
"40756606","7","2","5","0"
"40757375","11","5","6","0"
"40757425","10","5","5","0"
"40758427","16","9","6","1"
"40759586","16","10","6","0"
"40759924","19","9","8","2"
"40759928","23","10","13","0"
"40759930","11","3","8","0"
"40759944","4","2","2","0"
"40760523","17","10","7","0"
"40760795","16","8","8","0"
"40760809","2","2","0","0"
"40761108","6","3","3","0"
"40761262","5","1","3","1"
"40762828","17","10","7","0"
"40762853","16","10","6","0"
"40763376","4","2","2","0"
"40763629","14","6","8","0"
"40763786","4","2","2","0"
"40763806","4","0","4","0"
"40763881","18","9","9","0"
"40765358","8","2","6","0"
"40765947","10","5","5","0"
"40781412","7","5","2","0"
"40781520","3","1","2","0"
"40781869","25","14","11","0"
"40782091","3","1","2","0"
"40782092","7","2","5","0"
"40782999","8","3","5","0"
"40783014","4","4","0","0"
"40783353","7","3","4","0"
"40783591","4","1","3","0"
"40783748","19","12","7","0"
"40783903","12","7","5","0"
"40783967","9","4","5","0"
"40785023","7","2","5","0"
"40785565","21","9","11","1"
"40786218","2","1","1","0"
"40786301","15","8","7","0"
"40786413","4","3","1","0"
"40786902","3","3","0","0"
"40786907","11","5","5","1"
"40786914","17","7","10","0"
"40786919","9","4","5","0"
"40786921","14","6","8","0"
"40786923","8","5","3","0"
"40787040","3","3","0","0"
"40787049","11","5","6","0"
"40787054","10","3","7","0"
"40787059","11","4","7","0"
"40787908","4","2","2","0"
"40787990","9","3","6","0"
"40788085","11","7","4","0"
"40788884","12","5","7","0"
"40788886","2","0","2","0"
"40788891","5","2","3","0"
"40789156","8","3","5","0"
"40790187","13","5","8","0"
"40790306","7","3","4","0"
"40790307","2","0","2","0"
"40791157","15","9","6","0"
"40792697","3","1","2","0"
